username,anime_id,my_score,user_id,gender,title,type,source,score,scored_by,rank,popularity,genre,Duration,Rating,Members,Favorites,Completed,On-Hold,Dropped
code-fiq,11597,7,26547,Male,Nisemonogatari,TV,Light novel,8.2,215305,318,146,"Mystery, Comedy, Supernatural, Ecchi",25 min. per ep.,R - 17+ (violence & profanity),326394,8128,718161,71513,8338
socialfailure,11771,7,124229,Male,Kuroko no Basket,TV,Manga,8.37,288339,183,85,"Comedy, School, Shounen, Sports",1 hr. 39 min.,R - 17+ (violence & profanity),133679,873,208333,1935,237
socialfailure,10271,6,124229,Male,Gyakkyou Burai Kaiji: Hakairoku-hen,TV,Manga,8.28,46628,255,1009,"Game, Psychological, Thriller, Seinen",23 min. per ep.,PG-13 - Teens 13 or older,153848,868,718161,11901,6960
digital_blitz,1565,10,9155,Female,Pokemon Diamond & Pearl,TV,Game,7.24,36304,2690,1259,"Action, Adventure, Comedy, Fantasy, Kids",24 min. per ep.,PG-13 - Teens 13 or older,22526,40,718161,712,1291
AnimeKami,2904,0,28162,Male,Code Geass: Hangyaku no Lelouch R2,TV,Original,8.95,543904,18,22,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",24 min. per ep.,PG-13 - Teens 13 or older,18154,37,718161,712,749
AnimeKami,21855,0,28162,Male,Hanamonogatari,TV,Light novel,8.07,104317,462,398,"Comedy, Mystery, Supernatural",25 min. per ep.,PG - Children,22561,43,718161,712,1167
AnimeKami,412,0,28162,Male,Kore ga Watashi no Goshujinsama,TV,Manga,6.64,31947,5019,1298,"Comedy, Ecchi, Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,148259,10,718161,145,333
AnimeKami,15699,0,28162,Male,Haiyore! Nyaruko-san W,TV,Light novel,7.4,57118,2016,786,"Comedy, Parody, Sci-Fi",39 min. per ep.,R - 17+ (violence & profanity),148259,386,150183,3124,388
AnimeKami,1218,0,28162,Male,Tonagura!,TV,Manga,6.83,18057,4219,1905,"Comedy, Drama, Ecchi, Romance, School",40 min.,PG - Children,148259,9,208333,1935,56
AnimeKami,10521,0,28162,Male,Working&#039;!!,TV,4-koma manga,7.96,93040,609,516,"Slice of Life, Comedy, Romance",24 min. per ep.,PG-13 - Teens 13 or older,42904,172,718161,145,1509
AnimeKami,6500,0,28162,Male,Seikon no Qwaser,TV,Manga,6.71,74731,4724,397,"Action, Super Power, Supernatural, Ecchi, Seinen",24 min. per ep.,G - All Ages,127878,1891,718161,712,5312
AnimeKami,20533,0,28162,Male,Z/X: Ignition,TV,Card game,6.63,12694,5093,2096,"Game, Sci-Fi, Adventure, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,66799,348,718161,71513,3405
AnimeKami,7322,0,28162,Male,Needless Specials,Special,Unknown,6.83,5752,4206,3320,"Comedy, Ecchi, School",23 min. per ep.,PG-13 - Teens 13 or older,97521,879,718161,1094,4889
DennaKingKiller,14075,8,5107212,Female,Zetsuen no Tempest,TV,Manga,8.11,160453,432,157,"Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen",1 hr. 35 min.,PG-13 - Teens 13 or older,8561,23,208333,1935,102
DennaKingKiller,5341,6,5107212,Female,Ookami to Koushinryou II,TV,Light novel,8.43,161240,151,240,"Adventure, Historical, Romance, Fantasy",5 min. per ep.,G - All Ages,148259,58,718161,71513,567
DennaKingKiller,32483,5,5107212,Female,Cheer Danshi!!,TV,Novel,6.84,14143,4136,1805,"Sports, Drama, School",24 min. per ep.,R - 17+ (violence & profanity),223758,5866,718161,712,5067
mrgreenking23,6547,0,363556,Male,Angel Beats!,TV,Original,8.31,641851,227,7,"Action, Comedy, Drama, School, Supernatural",23 min. per ep.,R+ - Mild Nudity,78842,152,718161,712,1890
M3Rush,11771,9,1665963,Male,Kuroko no Basket,TV,Manga,8.37,288339,183,85,"Comedy, School, Shounen, Sports",24 min. per ep.,PG-13 - Teens 13 or older,71069,756,718161,145,1960
M3Rush,50,9,1665963,Male,Aa! Megami-sama! (TV),TV,Manga,7.43,57264,1881,769,"Comedy, Supernatural, Magic, Romance, Seinen",26 min. per ep.,G - All Ages,50675,229,718161,145,2286
M3Rush,35788,0,1665963,Male,Shokugeki no Souma: San no Sara,TV,Manga,8.5,129754,106,282,"Ecchi, School, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,53721,400,718161,71513,3586
M3Rush,19151,0,1665963,Male,Walkure Romanze,TV,Visual novel,6.52,30934,5540,1086,"Action, Ecchi, Romance, Harem, School, Sports",1 hr. 30 min.,R - 17+ (violence & profanity),148259,21,208333,1935,115
M3Rush,12367,0,1665963,Male,Shining Hearts: Shiawase no Pan,TV,Game,6.19,12239,6807,2055,"Action, Fantasy",1 hr. 32 min.,R+ - Mild Nudity,148259,34,208333,1935,124
Ongoingwhy,3369,8,1417223,Male,Shoubushi Densetsu Tetsuya,TV,Manga,7.6,1868,1360,4954,"Game, Historical, Shounen",25 min. per ep.,R - 17+ (violence & profanity),17085,43,718161,71513,1136
rafaelro,31798,0,2661331,Male,Kiznaiver,TV,Original,7.59,157970,1380,184,"Sci-Fi, Drama, Romance",2 hr. 12 min.,PG-13 - Teens 13 or older,148259,12,208333,1935,85
Konstantin,198,7,23566,Male,Speed Grapher,TV,Original,7.43,29677,1910,1073,"Action, Mystery, Super Power",24 min. per ep.,R+ - Mild Nudity,25315,105,718161,712,1255
Konstantin,18897,7,23566,Male,Nisekoi,TV,Manga,7.81,287416,862,78,"Harem, Comedy, Romance, School, Shounen",45 min. per ep.,PG-13 - Teens 13 or older,5079,6,150183,749,121
Konstantin,174,7,23566,Male,Tenjou Tenge,TV,Manga,7.05,64618,3390,678,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",1 hr. 19 min.,R - 17+ (violence & profanity),14957,36,150183,1935,132
Konstantin,76,9,23566,Male,Mahou Shoujo Lyrical Nanoha,TV,Original,7.49,31524,1670,1127,"Action, Comedy, Drama, Magic, Super Power",25 min. per ep.,PG - Children,148259,163,718161,71513,1035
Konstantin,9510,8,23566,Male,Mitsudomoe Zouryouchuu!,TV,Unknown,7.79,18632,907,2059,"Slice of Life, Comedy, School",50 min.,PG-13 - Teens 13 or older,51715,41,208333,1935,244
Konstantin,9252,8,23566,Male,Break Blade 3: Kyoujin no Ato,Movie,Manga,7.89,30114,709,1574,"Action, Fantasy, Mecha, Military, Shounen",30 min. per ep.,PG-13 - Teens 13 or older,4041,4,150183,112,168
PiRhoManiac,298,6,348642,Male,.hack//Tasogare no Udewa Densetsu,TV,Manga,6.7,28031,4739,1474,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",24 min. per ep.,G - All Ages,148259,90,718161,1094,667
PiRhoManiac,6882,6,348642,Male,Hatsukoi Limited.: Gentei Shoujo,Special,Manga,6.78,7028,4399,3323,"Comedy, Ecchi, School, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,148259,41,718161,11736,373
PiRhoManiac,36038,8,348642,Male,Net-juu no Susume,TV,Web manga,7.86,94500,785,413,"Game, Comedy, Romance",26 min. per ep.,R - 17+ (violence & profanity),148259,1322,150183,112,318
Hisagi-Chan,16592,8,402347,Male,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,TV,Game,7.47,241645,1718,107,"Mystery, Psychological, School",25 min. per ep.,G - All Ages,46407,239,718161,3994,9812
Hisagi-Chan,21075,9,402347,Male,Hetalia: The Beautiful World Extra Disc,OVA,Web manga,7.58,2560,1402,4422,"Comedy, Historical, Parody",25 min. per ep.,PG-13 - Teens 13 or older,33300,102,718161,712,1430
Cursedflame,5030,8,55899,Male,Maria†Holic,TV,Manga,7.13,56945,3085,713,"Comedy, Parody, School, Shoujo Ai",24 min. per ep.,PG-13 - Teens 13 or older,5069,7,718161,712,285
Cursedflame,21561,7,55899,Male,Ryuugajou Nanana no Maizoukin (TV),TV,Light novel,7.29,63203,2474,606,"Adventure, Mystery, Comedy, Supernatural",25 min. per ep.,PG-13 - Teens 13 or older,4887,2,718161,712,1291
Cursedflame,9041,6,55899,Male,IS: Infinite Stratos,TV,Light novel,7.03,198639,3456,167,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",1 hr. 45 min.,G - All Ages,377814,3695,208333,1935,512
Cursedflame,1283,6,55899,Male,Choujuu Densetsu Gestalt,OVA,Manga,6.19,1424,6789,6005,"Adventure, Comedy, Fantasy",2 hr. 5 min.,PG - Children,335428,3090,208333,1935,633
Cursedflame,67,8,55899,Male,Basilisk: Kouga Ninpou Chou,TV,Manga,7.66,54467,1190,669,"Action, Adventure, Historical, Supernatural, Romance, Samurai, Fantasy",36 min. per ep.,R - 17+ (violence & profanity),59463,378,150183,749,1887
Cursedflame,2155,5,55899,Male,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,TV,Visual novel,6.3,4448,6396,3058,"Harem, Romance, School",1 hr. 20 min.,PG-13 - Teens 13 or older,4391,6,208333,1935,84
reydb,2246,0,6083495,Male,Mononoke,TV,Original,8.46,36972,129,664,"Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen",23 min. per ep.,PG-13 - Teens 13 or older,59646,1061,718161,10231,8722
sakimori,790,0,7395,Male,Ergo Proxy,TV,Original,7.99,136841,566,161,"Sci-Fi, Mystery, Psychological",25 min. per ep.,PG-13 - Teens 13 or older,148259,130,150183,112,311
Boogiepop1989,617,9,6812747,Male,Juubee Ninpuuchou,Movie,Original,7.66,40403,1199,1160,"Adventure, Historical, Horror, Supernatural, Romance, Samurai, Fantasy, Shounen",23 min. per ep.,G - All Ages,5625,20,718161,322,346
Boogiepop1989,1108,2,6812747,Male,Senkaiden Houshin Engi,TV,Manga,7.22,5407,2745,3365,"Magic, Adventure, Fantasy, Supernatural, Historical, Shounen",30 min.,PG-13 - Teens 13 or older,148259,31,208333,1935,79
Boogiepop1989,2529,7,6812747,Male,Princess Minerva,OVA,Unknown,5.62,438,8161,8235,"Parody, Adventure, Fantasy, Comedy",24 min. per ep.,PG - Children,59222,850,718161,766,3990
athoszxc,10163,9,294018,Male,C: The Money of Soul and Possibility Control,TV,Original,7.38,101968,2101,386,"Action, Mystery, Super Power, Thriller",1 hr. 49 min.,PG-13 - Teens 13 or older,148259,499,208333,1935,470
athoszxc,1195,0,294018,Male,Zero no Tsukaima,TV,Light novel,7.54,272783,1543,94,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",1 hr. 26 min.,G - All Ages,721786,6751,208333,1935,1109
athoszxc,3349,0,294018,Male,Kiddy GiRL-AND,TV,Original,6.94,4769,3779,3114,"Action, Comedy, Sci-Fi, Super Power",25 min.,R+ - Mild Nudity,148259,11,150183,1935,129
athoszxc,10804,0,294018,Male,"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",Special,Manga,7.4,3635,2026,4334,"Slice of Life, Historical, Seinen",23 min. per ep.,PG-13 - Teens 13 or older,15131,45,718161,71513,940
Lilgnomy,4898,5,202073,Male,Kuroshitsuji,TV,Manga,7.99,297047,569,60,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",30 min. per ep.,PG-13 - Teens 13 or older,13536,108,150183,595,322
Drestou,2025,10,161375,Male,Darker than Black: Kuro no Keiyakusha,TV,Original,8.21,285107,299,61,"Action, Sci-Fi, Mystery, Super Power",24 min. per ep.,PG - Children,464779,4940,718161,28608,47875
rimedragona,1074,7,22834,Female,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen taikai Kaisai!!,OVA,Game,6.86,29232,4083,1485,"Adventure, Comedy, Game, Shounen",1 hr. 25 min.,PG - Children,195228,336,208333,1935,283
rimedragona,24135,0,22834,Female,Nobunaga Concerto,TV,Manga,7.73,13831,1049,1964,"Comedy, Historical, Romance, Shounen",24 min. per ep.,R - 17+ (violence & profanity),83111,563,718161,712,3764
Navera,341,0,1237503,Female,Spiral: Suiri no Kizuna,TV,Manga,7.35,17595,2258,1760,"Drama, Mystery, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,278409,9310,718161,17108,13393
Navera,11981,8,1237503,Female,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movie,Original,8.47,112763,120,403,"Psychological, Drama, Magic, Thriller",1 hr. 1 min.,PG-13 - Teens 13 or older,51971,240,208333,1935,250
Navera,34577,0,1237503,Female,Nanatsu no Taizai: Imashime no Fukkatsu,TV,Manga,8.41,45471,160,349,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,112366,1428,718161,1591,1650
Navera,4015,0,1237503,Female,School Rumble San Gakki,OVA,Manga,7.37,27220,2161,1604,"Comedy, Romance, School, Shounen",23 min. per ep.,PG-13 - Teens 13 or older,7161,16,718161,712,514
Navera,867,0,1237503,Female,Slayers Gorgeous,Movie,Light novel,7.4,7272,2046,3161,"Adventure, Comedy, Fantasy, Magic, Supernatural",22 min. per ep.,PG-13 - Teens 13 or older,116837,1948,718161,71513,4375
Navera,14941,8,1237503,Female,AKB0048: Next Stage,TV,Original,7.78,14086,917,2286,"Music, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,59438,833,718161,71513,881
Navera,11241,0,1237503,Female,Brave 10,TV,Manga,6.92,50308,3833,850,"Action, Adventure, Historical, Super Power, Samurai, Seinen",1 hr. 6 min.,PG-13 - Teens 13 or older,21089,32,208333,1935,84
Navera,24037,0,1237503,Female,Selector Spread WIXOSS,TV,Card game,7.48,27601,1705,1446,"Game, Psychological",28 min. per ep.,R - 17+ (violence & profanity),13411,30,150183,112,123
Navera,34389,0,1237503,Female,Koro-sensei Quest!,ONA,Manga,7.27,9152,2532,2615,"Comedy, Magic, Shounen",23 min. per ep.,PG-13 - Teens 13 or older,31185,105,718161,71513,1245
Navera,30757,0,1237503,Female,Monster Strike,ONA,Game,6.65,2753,4977,3206,"Action, Fantasy, Game",29 min. per ep.,R+ - Mild Nudity,41899,535,150183,595,625
mudkipboy13,3667,9,373199,Male,Strike Witches,TV,Original,7.11,48454,3191,743,"Action, Military, Sci-Fi, Magic, Ecchi",33 min. per ep.,R+ - Mild Nudity,41899,535,150183,595,228
KoteDiM,28297,7,2670407,Female,Ore Monogatari!!,TV,Manga,8.07,138058,467,217,"Comedy, Romance, Shoujo",30 min. per ep.,R+ - Mild Nudity,148259,47,150183,595,273
KoteDiM,9834,0,2670407,Female,Level E,TV,Manga,7.53,29860,1557,1250,"Sci-Fi, Comedy, Shounen",1 hr. 42 min.,R - 17+ (violence & profanity),126368,1407,208333,1935,529
orangehouse,8675,7,53953,Male,Seitokai Yakuindomo,TV,4-koma manga,7.68,137242,1157,234,"Comedy, School, Shounen, Slice of Life",1 hr. 43 min.,PG-13 - Teens 13 or older,10579,39,208333,1935,79
orangehouse,28497,8,53953,Male,Rokka no Yuusha,TV,Light novel,7.53,173591,1562,186,"Action, Adventure, Fantasy, Magic, Mystery",24 min. per ep.,PG-13 - Teens 13 or older,2929,3,718161,145,269
orangehouse,76,9,53953,Male,Mahou Shoujo Lyrical Nanoha,TV,Original,7.49,31524,1670,1127,"Action, Comedy, Drama, Magic, Super Power",12 min. per ep.,PG-13 - Teens 13 or older,148259,7,718161,712,433
orangehouse,12291,7,53953,Male,Acchi Kocchi (TV),TV,4-koma manga,7.61,81329,1318,459,"Slice of Life, Comedy, Romance, School, Seinen",29 min. per ep.,PG-13 - Teens 13 or older,148259,1,150183,749,74
orangehouse,35006,0,53953,Male,Happy Party Train,Music,Music,7.72,2102,1061,5058,Music,1 hr. 23 min.,PG-13 - Teens 13 or older,31319,76,208333,1935,327
napolean86,901,7,344455,Male,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",Movie,Manga,7.55,56505,1490,979,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,148259,1097,718161,1207,7391
napolean86,3221,8,344455,Male,Shakugan no Shana Movie Special,Special,Unknown,7.22,9783,2746,2609,"Adventure, Comedy, Fantasy, Parody",24 min. per ep.,R - 17+ (violence & profanity),148259,189,718161,11901,652
TheGuni,2904,10,1056,Male,Code Geass: Hangyaku no Lelouch R2,TV,Original,8.95,543904,18,22,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",24 min. per ep.,PG - Children,325137,4907,718161,7158,8276
TerryTheLoneWolf,21939,0,91920,Male,Mushishi Zoku Shou,TV,Manga,8.77,60600,33,569,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",23 min. per ep.,R - 17+ (violence & profanity),47815,446,718161,712,2166
TerryTheLoneWolf,32551,0,91920,Male,Digimon Adventure tri. 3: Kokuhaku,Movie,Original,7.96,19995,594,1787,"Action, Adventure, Comedy, Drama",15 min. per ep.,R+ - Mild Nudity,21063,73,718161,11901,1178
fabinhopk,17725,9,2738751,Male,Magical☆Star Kanon 100%,OVA,Manga,6.86,12746,4076,2554,"Magic, Music, Shounen",15 min. per ep.,PG-13 - Teens 13 or older,148259,7,150183,749,120
fabinhopk,6572,9,2738751,Male,Shakugan no Shana S,OVA,Light novel,7.45,31477,1825,1302,"Action, Drama, Fantasy, Romance, School, Supernatural",15 min. per ep.,PG-13 - Teens 13 or older,6078,7,150183,3124,100
fabinhopk,23423,0,2738751,Male,Mujaki no Rakuen,OVA,Manga,6.06,6560,7211,2910,"Comedy, Ecchi, Romance, School, Seinen",25 min. per ep.,PG-13 - Teens 13 or older,148259,308,718161,71513,513
Patcheel,10278,0,1781021,Male,The iDOLM@STER,TV,Game,7.71,35949,1090,850,"Comedy, Drama, Music",15 min.,PG-13 - Teens 13 or older,148259,3,150183,1935,78
ShiroganeDx,10721,0,398614,Male,Mawaru Penguindrum,TV,Original,8.03,72599,520,394,"Mystery, Comedy, Dementia, Psychological, Drama",51 min.,PG-13 - Teens 13 or older,148259,25,47981,1935,167
ShiroganeDx,940,7,398614,Male,Inukami!,TV,Light novel,7.35,23030,2233,1455,"Comedy, Ecchi, Romance, Shounen, Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,19448,49,718161,12737,1141
ShiroganeDx,20541,7,398614,Male,Mikakunin de Shinkoukei,TV,4-koma manga,7.54,92924,1530,403,"Slice of Life, Comedy, Romance, School",31 min. per ep.,PG-13 - Teens 13 or older,2398,1,150183,749,56
ShiroganeDx,8676,8,398614,Male,Amagami SS,TV,Visual novel,7.51,94352,1600,372,"Slice of Life, Comedy, Romance, School",23 min. per ep.,PG-13 - Teens 13 or older,36148,93,718161,145,1560
ShiroganeDx,1563,7,398614,Male,Magic Knight Rayearth II,TV,Manga,7.6,11642,1353,2536,"Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",30 min. per ep.,R+ - Mild Nudity,29034,98,150183,112,451
ShiroganeDx,31710,5,398614,Male,Divine Gate,TV,Game,5.79,40926,7816,792,"Action, Sci-Fi, Fantasy",2 hr. 6 min.,PG-13 - Teens 13 or older,65769,137,208333,1935,346
Moeker,34612,7,136240,Male,Saiki Kusuo no Ψ-nan (TV) 2,TV,Manga,8.67,13954,52,1319,"Slice of Life, Comedy, Supernatural, School, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,75574,816,718161,71513,3112
AurumGG,136,7,3582615,Male,Hunter x Hunter,TV,Manga,8.47,115140,118,310,"Action, Adventure, Shounen, Super Power",24 min. per ep.,R - 17+ (violence & profanity),148259,176,718161,71513,1486
AurumGG,34580,5,3582615,Male,Nana Maru San Batsu,TV,Manga,6.82,18583,4246,1607,"Game, School, Seinen",23 min. per ep.,PG-13 - Teens 13 or older,38239,475,718161,71513,1229
AurumGG,32902,7,3582615,Male,Mahoutsukai no Yome: Hoshi Matsu Hito,OVA,Manga,8.26,61403,270,536,"Slice of Life, Magic, Fantasy, Shounen",1 hr. 42 min.,R - 17+ (violence & profanity),124856,1359,208333,1935,612
kookieninja,1698,0,1642723,Female,Nodame Cantabile,TV,Manga,8.41,87363,163,381,"Music, Slice of Life, Comedy, Drama, Romance, Josei",29 min. per ep.,PG-13 - Teens 13 or older,148259,7,150183,595,152
kookieninja,207,0,1642723,Female,Lodoss-tou Senki,OVA,Novel,7.52,15085,1576,1899,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",1 hr. 57 min.,PG-13 - Teens 13 or older,278500,3949,208333,1935,786
voxinraleigh,20583,9,22979,Male,Haikyuu!!,TV,Manga,8.65,278372,57,86,"Comedy, Drama, School, Shounen, Sports",25 min. per ep.,PG-13 - Teens 13 or older,26429,186,718161,12737,1736
voxinraleigh,2685,0,22979,Male,Tsubasa: Tokyo Revelations,OVA,Manga,8.4,35355,170,1209,"Action, Adventure, Drama, Romance, Fantasy, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,3255,1,1273,595,191
alruqeishy,8675,0,390090,Male,Seitokai Yakuindomo,TV,4-koma manga,7.68,137242,1157,234,"Comedy, School, Shounen, Slice of Life",24 min. per ep.,PG-13 - Teens 13 or older,148259,52,718161,712,1388
alruqeishy,2229,0,390090,Male,Dragon Quest: Dai no Daibouken,TV,Manga,7.75,5978,981,3430,"Adventure, Comedy, Demons, Magic, Martial Arts, Fantasy, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,7335,20,718161,712,544
alruqeishy,18671,0,390090,Male,Chuunibyou demo Koi ga Shitai! Ren,TV,Light novel,7.6,177308,1344,211,"Comedy, Drama, Romance, School, Slice of Life",1 hr. 28 min.,PG-13 - Teens 13 or older,438214,5407,208333,1935,1109
Ahmad317,71,7,2886075,Male,Full Metal Panic!,TV,Light novel,7.75,167633,985,187,"Action, Military, Sci-Fi, Comedy, Mecha",12 min. per ep.,PG-13 - Teens 13 or older,148259,102,718161,896,1223
Ahmad317,19511,5,2886075,Male,Naruto Shippuuden: Sunny Side Battle,Special,Original,7.38,10909,2121,2600,"Action, Comedy, Super Power, Martial Arts, Shounen",4 min. per ep.,G - All Ages,5589,36,718161,700,272
Volved,21995,8,2074253,Male,Ao Haru Ride,TV,Manga,7.83,184367,823,170,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",33 min. per ep.,R+ - Mild Nudity,8539,12,150183,112,150
Volved,27787,7,2074253,Male,Nisekoi:,TV,Manga,7.5,168152,1639,235,"Comedy, Harem, Romance, School, Shounen",8 min. per ep.,R - 17+ (violence & profanity),148259,129,718161,845,613
Volved,19099,8,2074253,Male,Pokemon: Mewtwo - Kakusei e no Prologue,Special,Game,6.83,2555,4211,4766,"Adventure, Fantasy, Kids",25 min. per ep.,PG-13 - Teens 13 or older,78451,746,718161,11901,3188
Ashaman,245,8,40281,Male,Great Teacher Onizuka,TV,Manga,8.74,187442,37,146,"Comedy, Drama, School, Shounen, Slice of Life",1 hr. 51 min.,G - All Ages,226626,2925,208333,1935,507
Ashaman,1397,7,40281,Male,Macross 7,TV,Original,7.22,7376,2731,2747,"Action, Military, Sci-Fi, Adventure, Music, Comedy, Drama, Romance, Mecha, Shounen",23 min. per ep.,R - 17+ (violence & profanity),148259,236,718161,4061,1687
Ashaman,1542,0,40281,Male,Brain Powerd,TV,Original,6.22,1629,6674,4485,"Action, Adventure, Mecha, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,87853,476,718161,595,1375
MasterTengkorak,5781,0,1030197,Male,Isekai no Seikishi Monogatari,OVA,Original,8.02,45216,532,841,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",28 min. per ep.,R+ - Mild Nudity,11800,11,150183,112,221
guenawock,5114,7,1585005,Male,Fullmetal Alchemist: Brotherhood,TV,Manga,9.25,733592,1,4,"Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen",23 min. per ep.,PG-13 - Teens 13 or older,148259,751,718161,568,569
guenawock,330,7,1585005,Male,Midori no Hibi,TV,Manga,7.39,61396,2077,801,"Comedy, Drama, Romance, Ecchi, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,23147,26,718161,145,920
guenawock,24913,6,1585005,Male,Bokura wa Minna Kawai-sou: Hajimete no,Special,Manga,7.74,15516,1012,2208,"Slice of Life, Comedy, Romance, School",24 min. per ep.,R+ - Mild Nudity,65572,94,718161,145,4613
ferfalc,14199,9,5406241,Male,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,TV,Light novel,6.71,73907,4725,510,"Comedy, Ecchi, Harem, Romance, School",23 min. per ep.,PG - Children,148259,2,718161,71513,155
ferfalc,23277,0,5406241,Male,Saenai Heroine no Sodatekata,TV,Light novel,7.65,127501,1230,261,"Harem, Comedy, Romance, Ecchi, School",23 min. per ep.,PG-13 - Teens 13 or older,36580,309,718161,71513,1399
KaueGodoy,9989,0,2539125,Male,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV,Original,8.55,397955,81,45,"Slice of Life, Supernatural, Drama",40 min.,PG-13 - Teens 13 or older,73544,275,47981,1935,288
KaueGodoy,17777,0,2539125,Male,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",TV,Manga,6.41,45989,5975,889,"Comedy, Ecchi, Romance, Shounen, Supernatural",22 min.,PG-13 - Teens 13 or older,11194,4,150183,1935,113
KaueGodoy,19703,0,2539125,Male,Kyousou Giga (TV),TV,Original,7.89,30777,717,891,"Action, Fantasy, Supernatural",6 min.,PG-13 - Teens 13 or older,42840,91,47981,1935,236
Nafets,4981,8,321848,Male,Casshern Sins,TV,Other,7.59,35726,1373,865,"Action, Adventure, Drama, Psychological, Sci-Fi",1 hr. 15 min.,G - All Ages,188442,1045,208333,1935,329
Nafets,18119,8,321848,Male,Servant x Service,TV,4-koma manga,7.77,52895,952,760,"Comedy, Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,8230,59,718161,712,399
anime-jesus,392,9,65288,Male,Yuu☆Yuu☆Hakusho,TV,Manga,8.48,135610,114,246,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",30 min. per ep.,PG-13 - Teens 13 or older,4440,5,150183,3124,105
anime-jesus,10372,0,65288,Male,Kamisama Dolls,TV,Manga,7.1,24389,3209,1443,"Action, Seinen, Supernatural",5 min. per ep.,R - 17+ (violence & profanity),148259,11,718161,145,703
anime-jesus,493,8,65288,Male,Armitage III: Poly-Matrix,Movie,Unknown,7.15,5685,2990,3633,"Action, Military, Sci-Fi, Adventure, Police, Romance, Mecha",32 min.,PG-13 - Teens 13 or older,60101,739,150183,1935,301
anime-jesus,10379,0,65288,Male,Natsume Yuujinchou San,TV,Manga,8.65,68833,58,596,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",29 min. per ep.,PG-13 - Teens 13 or older,2180,8,150183,408,135
mkdj21,33486,9,4201603,Male,Boku no Hero Academia 2nd Season,TV,Manga,8.76,350352,35,57,"Action, Comedy, Super Power, School, Shounen",24 min. per ep.,G - All Ages,34825,229,718161,5945,2600
elberino,6377,0,451395,Male,Zan Sayonara Zetsubou Sensei,TV,Manga,7.97,27341,591,1222,"Parody, Comedy, School",24 min. per ep.,G - All Ages,9453,39,718161,71513,528
elberino,80,0,451395,Male,Mobile Suit Gundam,TV,Original,7.87,29311,763,1215,"Action, Space, Mecha, Military, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,5970,44,718161,71513,507
elberino,1002,0,451395,Male,Top wo Nerae 2! Diebuster,OVA,Original,7.76,23783,976,1553,"Action, Sci-Fi, Space, Comedy, Drama, Mecha",24 min. per ep.,PG-13 - Teens 13 or older,13171,57,718161,712,481
OptimisticMan,9253,9,1713583,Male,Steins;Gate,TV,Visual novel,9.14,563857,5,8,"Thriller, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,5980,1,718161,1746,503
