username,anime_id,my_score,user_id,gender,title,type,source,score,scored_by,rank,popularity,genre,Duration,Rating,Members,Favorites,Completed,On-Hold,Dropped
Animaniakos,30276,9,3674079,Male,One Punch Man,TV,Web manga,8.73,691845,44,5,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural, Seinen",25 min. per ep.,G - All Ages,148259,0,718161,712,70
kimiko77,24,7,10952,Female,School Rumble,TV,Manga,8.02,101593,537,347,"Comedy, Romance, School, Shounen",30 min.,Rx - Hentai,852,2,150183,1935,65
kimiko77,18115,8,10952,Female,Magi: The Kingdom of Magic,TV,Manga,8.44,202063,142,140,"Action, Adventure, Magic, Fantasy, Shounen",29 min. per ep.,PG-13 - Teens 13 or older,7036,158,150183,595,234
solarsavvas,16001,7,3991837,Male,Kokoro Connect: Michi Random,Special,Light novel,8.13,96552,401,585,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",1 hr. 30 min.,G - All Ages,148259,0,208333,1935,74
Lazurax,16498,10,2731077,Female,Shingeki no Kyojin,TV,Manga,8.49,940211,110,2,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,148259,101,718161,145,1732
Lazurax,30205,0,2731077,Female,Aoharu x Kikanjuu,TV,Manga,7.29,62894,2450,619,"Action, Comedy, Sports, Shounen",3 min. per ep.,G - All Ages,24777,116,718161,397,1399
JuaniiMueller,11433,0,468786,Male,Ano Natsu de Matteru,TV,Original,7.64,108893,1235,335,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",30 min.,Rx - Hentai,950,0,150183,1935,91
JuaniiMueller,2961,7,468786,Male,Digimon Adventure Movie,Movie,Original,7.61,48221,1323,1123,"Action, Fantasy, Kids, Sci-Fi",48 min.,PG-13 - Teens 13 or older,1244,0,208333,1935,62
zaackisnow,226,10,2444401,Male,Elfen Lied,TV,Manga,7.75,514656,982,16,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",24 min. per ep.,R - 17+ (violence & profanity),126334,557,718161,11901,8017
zaackisnow,15651,0,2444401,Male,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,TV,Original,7.38,8765,2125,2347,"Action, Game, Mystery, Shounen",50 min. per ep.,R - 17+ (violence & profanity),1519,3,150183,3124,59
TheMightyMushi,31240,7,5494887,Male,Re:Zero kara Hajimeru Isekai Seikatsu,TV,Light novel,8.43,438250,153,36,"Psychological, Drama, Thriller, Fantasy",1 hr. 56 min.,PG-13 - Teens 13 or older,148259,4,208333,1935,111
TheMightyMushi,33713,0,5494887,Male,Seihou Bukyou Outlaw Star Specials,Special,Manga,7.16,1148,2979,6045,"Action, Adventure, Comedy, Ecchi, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,269840,2666,718161,47,10881
zeio,8769,8,264893,Male,Ore no Imouto ga Konnani Kawaii Wake ga Nai,TV,Light novel,7.34,248567,2283,110,"Slice of Life, Comedy",23 min.,PG - Children,1503,1,150183,1935,50
zeio,8795,8,264893,Male,Panty & Stocking with Garterbelt,TV,Original,7.77,105971,950,362,"Action, Comedy, Parody, Supernatural, Ecchi",30 min. per ep.,Rx - Hentai,148259,21,150183,112,275
Petrochemia,8408,9,4191905,Female,Durarara!! Specials,Special,Light novel,8,70197,553,711,"Action, Comedy, Supernatural",22 min. per ep.,PG-13 - Teens 13 or older,648101,10587,718161,12737,21325
RyoOhki,16005,9,17604,Male,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,TV,Original,7.65,37560,1232,1004,"Action, Super Power, Supernatural, Shounen",25 min. per ep.,PG-13 - Teens 13 or older,148259,11,718161,813,146
RyoOhki,2166,0,17604,Male,Doujin Work,TV,4-koma manga,6.86,10989,4061,2508,"Slice of Life, Comedy",25 min. per ep.,G - All Ages,148259,7,718161,770,91
RyoOhki,1196,7,17604,Male,Masuda Kousuke Gekijou Gag Manga Biyori,TV,Manga,7.33,2427,2312,4372,"Comedy, Parody",45 min.,G - All Ages,949,1,150183,1935,35
RyoOhki,187,0,17604,Male,Initial D Third Stage,Movie,Manga,7.97,39643,587,1310,"Action, Cars, Sports, Drama, Romance, Seinen",30 min. per ep.,R+ - Mild Nudity,148259,7,150183,749,78
RyoOhki,5005,0,17604,Male,Tentai Senshi Sunred,TV,Manga,7.92,4648,666,3037,"Comedy, Parody, Super Power, Seinen",1 hr. 11 min.,G - All Ages,148259,1,208333,1935,75
Blooddrunk99,52,0,1180479,Male,Kidou Tenshi Angelic Layer,TV,Manga,7.31,22165,2389,1663,"Sci-Fi, Comedy, Sports, Drama, Shounen",1 min. per ep.,PG-13 - Teens 13 or older,148259,144,47981,11901,495
Blooddrunk99,26441,0,1180479,Male,Junketsu no Maria,TV,Manga,7.24,43397,2649,876,"Comedy, Historical, Magic, Romance, Fantasy, Seinen",27 min. per ep.,R+ - Mild Nudity,148259,0,150183,112,48
Blooddrunk99,17777,0,1180479,Male,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",TV,Manga,6.41,45989,5975,889,"Comedy, Ecchi, Romance, Shounen, Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,885,1,718161,11901,78
Blooddrunk99,10209,0,1180479,Male,Kore wa Zombie Desu ka? OVA,OVA,Light novel,7.52,52585,1578,931,"Action, Harem, Comedy, Supernatural, Magic, Ecchi",23 min. per ep.,PG-13 - Teens 13 or older,148259,2,150183,408,52
Blooddrunk99,36028,0,1180479,Male,Golden Kamuy,TV,Manga,7.52,7672,1573,1428,"Action, Adventure, Historical, Seinen",2 min. per ep.,PG-13 - Teens 13 or older,3114,49,718161,12737,124
vivity,4021,0,206304,Female,Seiyou Kottou Yougashiten: Antique,TV,Manga,7.14,11121,3053,2330,"Comedy, Shoujo, Shounen Ai",1 hr. 23 min.,G - All Ages,695,5,208333,1935,64
vivity,67,10,206304,Female,Basilisk: Kouga Ninpou Chou,TV,Manga,7.66,54467,1190,669,"Action, Adventure, Historical, Supernatural, Romance, Samurai, Fantasy",1 hr. 30 min.,G - All Ages,435,2,208333,1935,64
2F2F,25687,0,4061175,Male,Digimon Adventure tri. 1: Saikai,Movie,Original,7.62,39122,1289,1085,"Action, Adventure, Comedy, Drama",1 hr. 32 min.,G - All Ages,148259,7,208333,1935,75
2F2F,10582,3,4061175,Male,Astarotte no Omocha! EX,OVA,Unknown,6.78,13451,4386,2353,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",40 min.,G - All Ages,532,11,208333,1935,231
kirisin,16524,0,318448,Male,Suisei no Gargantia,TV,Original,7.6,119215,1364,337,"Action, Sci-Fi, Adventure, Mecha",4 min. per ep.,PG-13 - Teens 13 or older,148259,0,718161,145,1920
kirisin,449,0,318448,Male,InuYasha: Guren no Houraijima,Movie,Manga,7.62,33114,1298,1383,"Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural",48 min.,R - 17+ (violence & profanity),148259,2,150183,1935,72
canc,11013,0,132251,Male,Inu x Boku SS,TV,Manga,7.63,139250,1274,231,"Comedy, Supernatural, Romance, Shounen",4 min. per ep.,PG - Children,148259,1,718161,71513,105
canc,2622,5,132251,Male,Big Wars: Kami Utsu Akaki Kouya ni,OVA,Novel,5.57,931,8244,7069,"Action, Military, Sci-Fi, Space",1 hr. 10 min.,R+ - Mild Nudity,950,0,150183,1935,41
canc,12467,0,132251,Male,Nazo no Kanojo X,TV,Manga,7.35,66399,2250,620,"Romance, School, Seinen",23 min. per ep.,G - All Ages,148259,1,718161,1207,104
canc,460,10,132251,Male,One Piece Movie 2: Nejimaki-jima no Daibouken,Movie,Manga,7.28,28152,2500,1597,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",59 min.,R+ - Mild Nudity,1498,0,150183,1935,36
canc,519,8,132251,Male,Mahoraba: Heartful days,TV,Manga,7.41,8091,1981,2756,"Comedy, Drama, Romance, Shounen",45 min.,R+ - Mild Nudity,148259,0,150183,1935,35
canc,6773,0,132251,Male,Shakugan no Shana III (Final),TV,Light novel,7.67,79795,1175,490,"Action, Supernatural, Drama, Romance, Fantasy",24 min. per ep.,G - All Ages,867,4,718161,1094,89
canc,176,0,132251,Male,Triangle Heart: Sweet Songs Forever,OVA,Unknown,6.27,2118,6530,4831,"Adventure, Romance",5 min. per ep.,G - All Ages,148259,22,150183,896,43
canc,1003,7,132251,Male,Aa! Megami-sama! (TV) Specials,Special,Manga,7.59,11555,1366,2575,"Magic, Comedy, Romance, Supernatural, Seinen",30 min.,G - All Ages,148259,7,208333,1935,180
canc,1584,0,132251,Male,Stratos 4 Advance Kanketsu-hen,OVA,Unknown,7.04,871,3429,6722,"Comedy, Military, Sci-Fi",45 min. per ep.,R - 17+ (violence & profanity),148259,6,150183,860,81
canc,2207,0,132251,Male,Hamelin no Violin Hiki: The Movie,Movie,Manga,6.56,772,5371,7132,"Adventure, Comedy, Fantasy",47 min.,Rx - Hentai,148259,2,150183,1935,61
canc,3222,7,132251,Male,Kiddy Grade: Maelstrom,Movie,Original,7.24,985,2649,5599,"Action, Mecha, Sci-Fi, Super Power",23 min. per ep.,PG-13 - Teens 13 or older,38230,64,718161,145,1290
canc,5258,8,132251,Male,Hajime no Ippo: New Challenger,TV,Manga,8.73,77718,42,663,"Comedy, Sports, Drama, Shounen",1 min. per ep.,G - All Ages,1076,1,47981,712,54
canc,7870,7,132251,Male,Baka to Test to Shoukanjuu Specials,Special,Unknown,7.45,16130,1796,1913,"Magic, Comedy, School",25 min. per ep.,R+ - Mild Nudity,148259,46,718161,145,1221
canc,10765,0,132251,Male,Hikaru no Go: Tokubetsu-hen - Sabaki no Ichikyoku! Inishie no Hana yo Sake!!,OVA,Manga,7.54,2280,1523,4848,"Game, Comedy, Supernatural, Shounen",22 min. per ep.,R - 17+ (violence & profanity),304557,7421,718161,71513,12168
canc,8840,0,132251,Male,Senkou no Night Raid: Yogen,Special,Original,6.37,1557,6137,5903,"Action, Historical, Military, Super Power",1 hr. 45 min.,PG-13 - Teens 13 or older,148259,38,47981,1935,207
canc,781,6,132251,Male,Detective Conan Movie 03: The Last Wizard of the Century,Movie,Manga,8.14,21584,379,1939,"Adventure, Mystery, Comedy, Police, Shounen",25 min. per ep.,PG - Children,2589,28,718161,897,383
canc,2365,7,132251,Male,Grandeek,OVA,Unknown,5.81,392,7773,8117,"Adventure, Fantasy, Magic",24 min. per ep.,PG - Children,6606,20,718161,1094,1004
canc,5458,0,132251,Male,Yu☆Gi☆Oh! Duel Monsters: Battle City Special,Special,Manga,7.19,5917,2876,3421,"Adventure, Fantasy, Game, Shounen",6 min. per ep.,PG - Children,148259,3,718161,87,148
canc,10098,6,132251,Male,Kobato.: Hajimete no Kobato.,Special,Manga,6.87,2442,4041,4270,"Fantasy, Comedy, Drama",30 min. per ep.,Rx - Hentai,148259,9,150183,112,173
canc,15045,8,132251,Male,Litchi DE Hikari Club,TV,Manga,5.31,3811,8671,3914,"Comedy, Drama, Horror, Psychological, Romance",30 min. per ep.,Rx - Hentai,5766,37,150183,112,209
canc,33392,0,132251,Male,Gakuen Handsome,TV,Game,6.44,7583,5838,2859,"Comedy, Parody, School, Shounen Ai",20 min.,PG - Children,148259,1,47981,1935,46
canc,13145,0,132251,Male,Cardfight!! Vanguard: Asia Circuit-hen,TV,Original,7.02,7306,3488,3184,"Action, Game, Adventure, Demons, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,23241,30,718161,145,1881
canc,7522,0,132251,Male,Taichi Senjimon,TV,Unknown,6.46,212,5779,8739,"Action, Adventure, Fantasy, Magic",5 min. per ep.,PG-13 - Teens 13 or older,148259,1,718161,3813,459
canc,2811,0,132251,Male,Soratobu Yuureisen,Movie,Unknown,6.79,1809,4372,5823,"Adventure, Drama, Mecha, Sci-Fi",3 min. per ep.,PG-13 - Teens 13 or older,148259,1,718161,305,743
canc,3509,0,132251,Male,Riki-Oh: Toukatsu Jigoku,OVA,Unknown,6.11,817,7066,7042,"Action, Martial Arts, Super Power, Seinen",23 min.,G - All Ages,3052,94,718161,187919,635
canc,6844,0,132251,Male,Osaru no Sankichi: Boukuusen,Movie,Original,4.37,386,9400,9027,Military,28 min.,PG-13 - Teens 13 or older,148259,16,150183,1935,294
canc,10689,0,132251,Male,Appleseed XIII Remix Movie 1: Yuigon,Movie,Unknown,6.61,693,5146,5973,"Action, Mecha, Military, Sci-Fi, Police",23 min.,PG-13 - Teens 13 or older,10142,16,208333,1935,460
canc,36166,0,132251,Male,Fireball Humorous,TV,Original,5.59,326,8212,6890,"Sci-Fi, Comedy",25 min.,PG-13 - Teens 13 or older,5861,11,47981,1935,103
-Azure-,28999,4,387368,Male,Charlotte,TV,Original,7.92,315572,654,72,"Drama, School, Super Power",54 min. per ep.,PG-13 - Teens 13 or older,148259,21,47981,112,94
-Azure-,450,4,387368,Male,InuYasha: Kagami no Naka no Mugenjo,Movie,Manga,7.75,37581,991,1278,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",1 hr. 25 min.,G - All Ages,361,0,208333,1935,58
FelipeBerli,3228,0,5330376,Male,Zoku Sayonara Zetsubou Sensei,TV,Manga,7.99,42068,575,974,"Comedy, Parody, School",27 min.,PG-13 - Teens 13 or older,148259,28,208333,1935,113
spiraldown,14513,0,2951733,Male,Magi: The Labyrinth of Magic,TV,Manga,8.21,249087,305,91,"Action, Adventure, Fantasy, Magic, Shounen",24 min.,PG-13 - Teens 13 or older,148259,121,47981,1935,382
MisterPuma,11759,0,82104,Male,Accel World,TV,Light novel,7.53,236083,1545,103,"Action, Game, Sci-Fi, Romance, School",22 min. per ep.,PG-13 - Teens 13 or older,78669,387,718161,4061,3227
MisterPuma,21843,9,82104,Male,Shingeki no Bahamut: Genesis,TV,Game,7.76,108754,974,306,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",25 min. per ep.,PG-13 - Teens 13 or older,40366,55,718161,712,1222
MisterPuma,5150,0,82104,Male,Hatsukoi Limited.,TV,Manga,7.4,29779,2019,1279,"Comedy, Romance, School, Shounen",24 min. per ep.,R+ - Mild Nudity,162121,495,718161,145,7887
MisterPuma,28907,9,82104,Male,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",TV,Novel,7.89,210578,715,137,"Action, Military, Adventure, Fantasy",1 hr. 30 min.,PG-13 - Teens 13 or older,148259,10,208333,1935,312
MisterPuma,33191,7,82104,Male,Kishibe Rohan wa Ugokanai,OVA,Manga,7.38,5104,2115,3055,"Action, Mystery, Supernatural, Shounen",24 min. per ep.,PG-13 - Teens 13 or older,83930,956,150183,712,2162
speedy7331,28121,0,1269047,Male,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV,Light novel,7.83,344288,826,62,"Action, Adventure, Comedy, Romance, Fantasy",1 hr. 39 min.,PG - Children,23222,145,208333,1935,123
GierPure,9863,9,4815731,Male,SKET Dance,TV,Manga,8.33,44132,213,646,"Comedy, School, Shounen",1 hr. 34 min.,PG - Children,62893,101,208333,1935,200
GierPure,32615,8,4815731,Male,Youjo Senki,TV,Light novel,8.14,129986,391,267,"Magic, Military",28 min.,PG-13 - Teens 13 or older,148259,3,150183,1935,85
GierPure,35788,8,4815731,Male,Shokugeki no Souma: San no Sara,TV,Manga,8.5,129754,106,282,"Ecchi, School, Shounen",30 min.,PG-13 - Teens 13 or older,148259,5,150183,1935,121
GierPure,31952,7,4815731,Male,Kono Bijutsubu ni wa Mondai ga Aru!,TV,Manga,7.41,52165,1978,694,"Comedy, Romance, School",24 min.,G - All Ages,751,1,150183,1935,121
Folha,11843,10,1604499,Male,Danshi Koukousei no Nichijou,TV,Web manga,8.34,190559,197,139,"Slice of Life, Comedy, School",30 min.,R+ - Mild Nudity,148259,4,150183,1935,39
Folha,31821,7,1604499,Male,Arslan Senki (TV): Fuujin Ranbu,TV,Manga,7.62,43826,1287,1022,"Action, Adventure, Historical, Supernatural, Drama, Fantasy, Shounen",21 min.,PG-13 - Teens 13 or older,148259,11,150183,1935,126
BoBaN_ON,8915,9,378959,Male,Dantalian no Shoka,TV,Light novel,7.32,41506,2328,855,"Action, Mystery, Historical, Supernatural",20 min. per ep.,PG-13 - Teens 13 or older,148259,0,208333,749,85
DJYusuke,9513,6,171504,Male,Beelzebub,TV,Manga,8.02,136105,528,208,"Action, Comedy, Demons, Supernatural, School, Shounen",30 min. per ep.,Rx - Hentai,148259,52,150183,112,268
DJYusuke,900,8,171504,Male,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,Movie,Manga,7.08,41599,3259,1223,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen",5 min. per ep.,G - All Ages,445,0,718161,71513,66
DJYusuke,2685,9,171504,Male,Tsubasa: Tokyo Revelations,OVA,Manga,8.4,35355,170,1209,"Action, Adventure, Drama, Romance, Fantasy, Shounen",25 min.,PG-13 - Teens 13 or older,148259,6,150183,1935,46
Cool_Bruhh,32182,10,4361587,Male,Mob Psycho 100,TV,Web manga,8.51,272959,100,84,"Action, Slice of Life, Comedy, Supernatural",24 min. per ep.,R+ - Mild Nudity,148259,376,718161,145,5753
japanda,10589,8,276771,Female,Naruto: Shippuuden Movie 5 - Blood Prison,Movie,Manga,7.6,60221,1356,854,"Action, Adventure, Martial Arts, Super Power, Mystery, Shounen",1 hr. 10 min.,PG-13 - Teens 13 or older,688,3,47981,1935,54
japanda,22687,8,276771,Female,Terra Formars,TV,Manga,7.13,67171,3109,640,"Action, Sci-Fi, Space, Horror, Drama, Seinen",24 min. per ep.,PG-13 - Teens 13 or older,58576,292,718161,712,2258
OneandonlySunny,1,8,490222,Male,Cowboy Bebop,TV,Original,8.81,365465,27,38,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",24 min. per ep.,R+ - Mild Nudity,237051,812,718161,145,12614
OneandonlySunny,35838,7,490222,Male,Shoujo Shuumatsu Ryokou,TV,Web manga,8.19,38899,328,757,"Adventure, Mystery, Sci-Fi, Slice of Life",2 min. per ep.,G - All Ages,148259,9,47981,4061,90
OneandonlySunny,3352,8,490222,Male,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,Special,Original,7.45,13744,1833,2131,"Action, Adventure, Comedy, Mecha, Sci-Fi",22 min. per ep.,PG-13 - Teens 13 or older,237316,1674,718161,4061,5706
OneandonlySunny,19653,8,490222,Male,Neppuu Kairiku Bushi Road,Special,Original,7.32,11587,2350,2175,"Action, Fantasy, Mecha, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,458949,7702,718161,11901,11975
PsiX,3859,0,313476,Male,Top Secret: The Revelation,TV,Manga,7.38,2761,2136,3220,"Sci-Fi, Mystery, Police, Psychological, Shoujo",5 min.,G - All Ages,148259,0,44663,1935,44
PsiX,181,7,313476,Male,Vandread: The Second Stage,TV,Original,7.5,25354,1651,1749,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",1 hr. 36 min.,G - All Ages,148259,5,208333,1935,81
PsiX,1087,0,313476,Male,Kimagure Orange☆Road,TV,Manga,7.67,6504,1169,2542,"Slice of Life, Comedy, Super Power, Drama, Romance, School, Shounen",30 min. per ep.,Rx - Hentai,4038,18,150183,112,178
PsiX,18893,9,313476,Male,Aoki Hagane no Arpeggio: Ars Nova,TV,Manga,7.5,48992,1623,821,"Action, Sci-Fi, Seinen",15 min. per ep.,PG-13 - Teens 13 or older,148259,1114,47981,112,131
Blarey,6325,0,3335823,Male,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Movie,Manga,7.47,62047,1738,827,"Action, Comedy, Martial Arts, Shounen, Super Power",20 min.,PG-13 - Teens 13 or older,148259,26,150183,1935,312
Blarey,4181,9,3335823,Male,Clannad: After Story,TV,Visual novel,9.01,363239,14,55,"Slice of Life, Comedy, Supernatural, Drama, Romance",30 sec. per ep.,G - All Ages,148259,4,47981,408,178
Blarey,9936,4,3335823,Male,Maken-Ki!,TV,Manga,6.62,70384,5123,580,"Action, Ecchi, Harem, Martial Arts, School, Super Power",30 min. per ep.,Rx - Hentai,148259,8,150183,112,159
JudgeRuthless,209,5,16004,Male,R.O.D the TV,TV,Light novel,7.61,22411,1339,1471,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",12 min. per ep.,R+ - Mild Nudity,1693,2,47981,749,51
JudgeRuthless,11633,8,16004,Male,Blood Lad,TV,Manga,7.51,184214,1601,164,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",22 min.,PG-13 - Teens 13 or older,148259,3,150183,1935,70
JudgeRuthless,122,1,16004,Male,Full Moon wo Sagashite,TV,Manga,8.05,31213,489,1158,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",7 min. per ep.,G - All Ages,148259,2,47981,595,46
JudgeRuthless,321,8,16004,Male,Najica Dengeki Sakusen,TV,Original,6.06,4999,7217,3556,"Action, Ecchi, Comedy, Sci-Fi",24 min. per ep.,PG - Children,148259,1,718161,71513,68
JudgeRuthless,4232,1,16004,Male,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,OVA,Unknown,6.95,3962,3748,4022,"Mecha, Sci-Fi",30 min. per ep.,G - All Ages,1277,6,718161,30,124
JudgeRuthless,187,1,16004,Male,Initial D Third Stage,Movie,Manga,7.97,39643,587,1310,"Action, Cars, Sports, Drama, Romance, Seinen",24 min.,PG-13 - Teens 13 or older,1362,2,150183,1935,121
JudgeRuthless,23293,5,16004,Male,Lupin the IIIrd: Jigen Daisuke no Bohyou,Movie,Manga,7.9,4912,699,3561,"Action, Adventure, Comedy, Drama, Seinen",24 min.,Unknown,148259,1,150183,1935,60
minz,1292,9,33878,Male,Afro Samurai,TV,Original,7.41,104548,1959,449,"Action, Adventure, Samurai",26 min.,Unknown,148259,1,150183,1935,32
RubenGallar,2593,0,5839770,Male,Kara no Kyoukai 1: Fukan Fuukei,Movie,Light novel,7.75,108456,993,309,"Action, Mystery, Supernatural, Thriller",42 min.,Unknown,1159,3,150183,1935,121
RubenGallar,28249,0,5839770,Male,Arslan Senki (TV),TV,Manga,7.82,93359,838,352,"Action, Adventure, Historical, Drama, Fantasy, Shounen",46 min.,Unknown,1075,1,150183,1935,121
RubenGallar,16870,8,5839770,Male,The Last: Naruto the Movie,Movie,Manga,7.88,98895,748,520,"Action, Super Power, Romance, Martial Arts, Shounen",48 min.,Unknown,148259,0,150183,1935,121
lext,934,7,33750,Male,Higurashi no Naku Koro ni,TV,Visual novel,8.1,221985,437,97,"Mystery, Dementia, Horror, Psychological, Supernatural, Thriller",36 min.,Unknown,331,0,150183,1935,121
Xanatos,721,8,102827,Male,Princess Tutu,TV,Original,8.21,36501,307,916,"Comedy, Drama, Magic, Romance, Fantasy",20 min.,PG - Children,8646,3,47981,1935,121
Xanatos,7662,0,102827,Male,Shinrei Tantei Yakumo,TV,Novel,7.44,41283,1866,919,"Horror, Mystery, Shoujo, Supernatural",43 min.,R - 17+ (violence & profanity),5037,25,150183,1935,50
Xanatos,3266,0,102827,Male,Ai Yori Aoshi: Enishi - Miyuki,Special,Manga,7.02,7645,3484,3191,"Comedy, Drama, Romance",25 min. per ep.,G - All Ages,148259,3,718161,67,146
Xanatos,1437,0,102827,Male,Lupin III: Honoo no Kioku - Tokyo Crisis,Special,Unknown,7.3,1666,2434,5342,"Action, Adventure, Comedy, Mystery, Shounen",22 min.,R - 17+ (violence & profanity),148259,58,1273,1935,324
Xanatos,3613,0,102827,Male,Toshokan Sensou,TV,Novel,7.56,18689,1480,1598,"Action, Military, Comedy, Romance",1 hr. 5 min.,R - 17+ (violence & profanity),3668,4,208333,1935,146
Xanatos,260,0,102827,Male,Happy☆Lesson (TV),TV,Manga,6.77,9113,4450,2694,"Comedy, Drama, Harem, Romance, Slice of Life",25 min. per ep.,Rx - Hentai,148259,19,150183,112,234
Grrrrrr,23199,9,1314081,Female,Durarara!!x2 Shou,TV,Light novel,8.11,134417,421,263,"Action, Mystery, Supernatural",23 min.,R+ - Mild Nudity,23317,8,150183,1935,196
KiyoXDragon,10330,10,3474261,Male,Bakugan Battle Brawlers: Mechtanium Surge,TV,Unknown,6.26,8142,6543,3090,"Action, Adventure, Fantasy, Game, Shounen",2 hr.,R - 17+ (violence & profanity),148259,235,208333,1935,203
Soverejn,1482,0,3047089,Male,D.Gray-man,TV,Manga,8.16,171370,355,106,"Action, Adventure, Comedy, Super Power, Demons, Shounen",5 min.,PG-13 - Teens 13 or older,148259,39,47981,1935,845
Soverejn,28025,9,3047089,Male,Tsukimonogatari,TV,Light novel,8.19,100529,329,443,"Mystery, Comedy, Supernatural, Ecchi",45 min. per ep.,R - 17+ (violence & profanity),3288,25,150183,112,61
Soverejn,28,0,3047089,Male,Yakitate!! Japan,TV,Manga,8.02,26532,540,1301,"Comedy, Shounen",4 min. per ep.,G - All Ages,148259,3,150183,145,45
Soverejn,24701,0,3047089,Male,Mushishi Zoku Shou 2nd Season,TV,Manga,8.83,48786,26,727,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",1 min. per ep.,PG - Children,6418,4,47981,4061,78
DazarGaidin,8525,7,33317,Male,Kami nomi zo Shiru Sekai,TV,Manga,7.88,205649,739,143,"Comedy, Harem, Romance, Shounen, Supernatural",25 min. per ep.,PG - Children,148259,16,718161,7158,200
DazarGaidin,263,7,33317,Male,Hajime no Ippo,TV,Manga,8.8,116681,28,313,"Comedy, Sports, Drama, Shounen",4 min.,G - All Ages,148259,0,208333,1935,103
marlo,1535,7,475800,Male,Death Note,TV,Manga,8.67,1.00E+06,51,1,"Mystery, Police, Psychological, Supernatural, Thriller, Shounen",30 min.,PG-13 - Teens 13 or older,148259,0,208333,1935,73
KhalAli,5040,9,147916,Male,One Outs,TV,Manga,8.4,58908,167,743,"Sports, Psychological, Seinen",25 min. per ep.,PG - Children,686,0,718161,71513,90
Djotak,18153,6,68641,Male,Kyoukai no Kanata,TV,Light novel,7.87,261632,760,75,"Slice of Life, Supernatural, Fantasy",21 min.,PG-13 - Teens 13 or older,2621,0,47981,1935,76
Djotak,1815,9,68641,Male,Shakugan no Shana Movie,Movie,Light novel,7.44,25046,1865,1552,"Action, Supernatural, Fantasy",12 min. per ep.,PG-13 - Teens 13 or older,148259,0,1273,749,136
Djotak,792,8,68641,Male,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,Movie,Unknown,7.5,8000,1648,3163,"Adventure, Comedy, Shounen",24 min. per ep.,R+ - Mild Nudity,201739,735,718161,145,5563
Djotak,710,9,68641,Male,Rec,TV,Manga,7.42,44074,1947,1026,"Comedy, Drama, Romance",1 hr. 35 min.,PG-13 - Teens 13 or older,148259,152,208333,1935,1234
Djotak,34100,0,68641,Male,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,Movie,Manga,8.05,9198,489,2115,"Action, Comedy, Fantasy, Magic",1 min.,PG-13 - Teens 13 or older,3710,7,47981,1935,147
iArkan,33731,0,4170775,Male,Gabriel DropOut,TV,Manga,7.57,86242,1425,465,"Comedy, Demons, Supernatural, School, Shounen",26 min.,Rx - Hentai,148259,66,47981,1935,131
knasiotis,12189,4,2787415,Male,Hyouka,TV,Novel,8.15,241642,372,73,"Mystery, School, Slice of Life",4 min. per ep.,PG-13 - Teens 13 or older,148259,5,47981,243,278
knasiotis,31318,4,2787415,Male,Comet Lucifer,TV,Original,5.95,31870,7452,1027,"Action, Adventure, Fantasy, Mecha",22 min.,R+ - Mild Nudity,148259,1,150183,1935,41
freidrichi,2236,7,35655,Male,Toki wo Kakeru Shoujo,Movie,Novel,8.35,249571,194,113,"Sci-Fi, Adventure, Drama, Romance",1 hr. 2 min. per ep.,PG-13 - Teens 13 or older,77234,1396,150183,408,1921
